HP:0000716 	Depression 	A condition characterized by pervasive dysphoric mood, loss of interests, and inability to experience pleasure.
HP:0001002 	Decreased subcutaneous fat 	Decreased subcutaneous fat
HP:0001172 	Abnormality of the thumb 	An anomaly of the `thumb`(FMA:24938).
HP:0001195 	Single umbilical artery 	Single umbilical artery (SUA) is the absence of one of the two umbilical arteries surrounding the fetal bladder and in the fetal umbilical cord.
HP:0001249 	Intellectual disability 	Subnormal intellectual functioning which originates during the developmental period. Intellectual disability, previously referred to as mental retardation, has been defined as an IQ score below 70.
HP:0001256 	Intellectual disability, mild 	Mild intellectual disability is defined as an intelligence quotient (IQ) in the range of 50-69.
HP:0001264 	Spastic diplegia 	Spasticity (neuromuscular hypertonia) primarily in the muscles of the legs, hips, and pelvis.
HP:0001310 	Dysmetria 	A type of `ataxia` (HP:0001251) characterized by the inability to carry out movements with the correct range and motion across the plane of more than one joint related to incorrect estimation of the distances required for targeted movements.
HP:0001319 	Neonatal hypotonia 	Muscular hypotonia (abnormally low muscle tone) manifesting in the neonatal period.
HP:0001342 	Cerebral hemorrhage 	`Hemorrhage` (MPATH:119) into the parenchyma of the `brain` (FMA:50801).
HP:0001369 	Arthritis 	Inflammation of a joint.
HP:0001409 	Portal hypertension 	`Increased pressure` (PATO:0001576) in the `portal vein` (FMA:66645).
HP:0001454 	Abnormality of the upper arm 	Abnormality of the upper arm
HP:0001463 	Autosomal dominant with variable expression and incomplete penetrance 	Autosomal dominant with variable expression and incomplete penetrance
HP:0001508 	Failure to thrive 	Failure to thrive (FTT) refers to a child whose physical growth is substantially below the norm.
HP:0001511 	Intrauterine growth retardation 	An abnormal restriction of fetal growth with fetal weight below the tenth percentile for gestational age.
HP:0001640 	Cardiomegaly 	`Increased size` (PATO:0000586) of the `heart` (FMA:7088).
HP:0001655 	Patent foramen ovale 	Failure of the foramen ovale to seal postnatally, leaving a potential conduit between the left and right cardiac atria.
HP:0001680 	Coarctation of aorta 	Coarctation of the aorta is a narrowing or constriction of a segment of the aorta.
HP:0001876 	Pancytopenia 	An abnormal reduction in numbers of all blood cell types (red blood cells, white blood cells, and platelets).
HP:0001928 	Abnormality of coagulation 	An abnormality of the process of `blood coagulation` (GO:0007596). That is, altered ability or inability of the blood to clot.
HP:0001999 	Abnormal facial shape 	An abnormal morphology (form) of the face or its components.
HP:0002067 	Bradykinesia 	Bradykinesia literally means slow movement, and is used clinically to denote a slowness in the execution of movement (in contrast to hypokinesia, which is used to refer to slowness in the initiation of movement).
HP:0002075 	Dysdiadochokinesis 	A type of `ataxia` (HP:0001251) characterized by the impairment of the ability to perform rapidly alternating movements, such as rhythmically tapping the fingers on the knee, generally related to a cerebellar lesion.
HP:0002092 	Pulmonary hypertension 	Pulmonary hypertension is defined as a mean pulmonary artery pressure greater than 25 mm Hg during rest (normal level, 10 mm Hg) or greater than 30 mm Hg during exercise (normal level, 15 mm Hg), as determined with right heart catheterization.
HP:0002123 	Generalized myoclonic seizures 	Seizures with sudden, brief (< 100 msec) involuntary single or multiple contraction(s) of muscles(s) or muscle groups of variable topography (axial, proximal limb, distal).
HP:0002170 	Intracranial hemorrhage 	`Hemorrhage` (MPATH:119) occurring within the `skull` (FMA:46565).
HP:0002206 	Pulmonary fibrosis 	Replacement of normal lung tissues are progressively replaced by fibroblasts and collagen.
HP:0002286 	Fair hair 	A lesser degree of hair pigmentation than would otherwise be expected.
HP:0002297 	Red hair 	Red hair
HP:0002465 	Poor speech 	Poor speech
HP:0002538 	Abnormality of the cerebral cortex 	An abnormality of the `cerebral cortex` (FMA:61830).
HP:0002705 	High, narrow palate 	The presence of a high and narrow palate.
HP:0002983 	Micromelia 	The presence of abnormally small extremities.
HP:0003287 	Abnormality of mitochondrial metabolism 	Abnormality of mitochondrial metabolism
HP:0003593 	Infantile onset 	Onset of signs or symptoms of disease between 28 days to one year of life.
HP:0004209 	Clinodactyly of the 5th finger 	Clinodactyly refers to a bending or curvature of the `fifth finger` (FMA:24949) in the radial direction (i.e., towards the 4th finger).
HP:0004324 	Increased body weight 	Increased body weight
HP:0004469 	Chronic bronchitis 	Chronic inflammation of the bronchi.
HP:0006919 	Abnormal aggressive, impulsive or violent behavior 	Abnormal aggressive, impulsive or violent behavior
HP:0007105 	Infantile encephalopathy 	Infantile encephalopathy
HP:0007651 	Ectropion of lower eyelids 	Ectropion of lower eyelids
HP:0007728 	Congenital miosis 	Abnormal (non-physiological) constriction of the pupil of congenital onset.
HP:0007946 	Narrow palpebral fissure, unilateral 	Narrow palpebral fissure, unilateral
HP:0007968 	Persistent hyperplastic primary vitreous 	A failure of regression of the hyaloid vessel, which supplies the primary vitreous during embryogenesis and normally regresses in the third trimester of pregnancy, leading to a particular form of posterior cataract. This condition is known as Persistent Hyperplastic Primary Vitreous (PHPV).
HP:0009759 	Neck pterygia 	Pterygia affecting the neck.
HP:0009779 	3-4 toe syndactyly 	`Syndactyly` (HP:0001159) with fusion of toes three and four.
HP:0009800 	Maternal diabetes 	Maternal diabetes can either be a gestational, mostly type 2 diabetes, or a type 1 diabetes. Essential is the resulting maternal hyperglycemia as a non-specific teratogen, imposing the same risk of congenital malformations to pregnant women with both type 1 and type2 diabetes.
HP:0010952 	Mild fetal ventriculomegaly 	A kind of `ventriculomegaly` (HP:0002119) occurring in the fetal period and usually diagnosed by prenatal ultrasound. Cerebral ventriculomegaly is defined by atrial measurements 10 mm or more. Mild ventriculomegaly (MVM) is defined as measurements between 10 and 15 mm. Measurements are obtained from an axial plane at the level of the thalamic nuclei just below the standard image to measure the BPD (pmid:16100637).
HP:0011015 	Abnormality of blood glucose concentration 	An abnormality of the concentration of `glucose` (CHEBI:17234) in the `blood` (FMA:9670).
HP:0011120 	Saddle nose 	A depression of the dorsum of the nose with loss of nasal tip support and definition, shortened (vertical) nasal length, overrotation of the nasal tip, and retrusion of the nasal spine and caudal septum.
HP:0011146 	Dialeptic seizures 	Seizures characterized by impaired consciousness.
HP:0011220 	Prominent forehead 	Forward prominence of the entire forehead, due to protrusion of the frontal bone.
HP:0100021 	Cerebral palsy 	Cerebral palsy describes a group of permanent disorders of the development of movement and posture, causing activity limitation, that are attributed to nonprogressive disturbances that occurred in the developing fetal or infant brain. The motor disorders of cerebral palsy are often accompanied by disturbances of sensation, perception, cognition, communication, and behaviour, by epilepsy, and by secondary musculoskeletal problems.
HP:0100738 	Abnormal eating behavior 	Abnormal eating behavior
HP:0100765 	Abnormality of the tonsils 	An abnormality of the `tonsils` (FMA:9609).
HP:0100807 	Long fingers 	The middle finger is more than 2 SD above the mean for newborns 27 to 41 weeks EGA or above the 97th centile for children from birth to 16 years of age AND the five digits retain their normal length proportions relative to each other (i.e., it is not the case that the middle finger is the only lengthened digit), or, Fingers that appear disproportionately long compared to the palm of the hand.
HP:0100851 	Abnormal emotion/affect behavior 	An abnormality of emotional behaviour.
LDDB:01.01.00 	Muscular build, general abnormalities 	If this category is chosen, all forms of muscular build are selected.
LDDB:01.02.03 	High birth weight (> 90th centile) 	As judged by gestational age. See elsewhere for 'advanced bone-age' which might be present.
LDDB:01.03.00 	Thin or slender build, general abnormalities 	If this feature is used all categories of 'thin' will be selected.
LDDB:02.01.03 	Short stature, short limbs 	This is disproportionate short stature ie., the trunk is normal but the limbs are short. Note under 'upper' and 'lower' limbs, there are other categories of 'proportionate short arms' and' legs', etc.
LDDB:02.02.01 	Tall stature, proportionate 	Increase in height above 2SD, for age. The increase in height involves both the trunk and the limbs.
LDDB:04.01.00 	Hair, sparse etc., general abnormalities 	Encompasses all categories of thin hair. Difficult in very young children as hair growth is variable in speed and luxuriance. Beware in children, especially those with learning difficulties, who pull out their hair, or lose it by rubbing against the pillow.
LDDB:04.01.02 	Sparse hair / alopecia areata 	Either generally sparse, or patches of sparse hair.
LDDB:04.02.02 	Fine hair 	Fine or thin to the touch. Seen sometimes in conjunction with sparse depigmented hair. Use together when appropriate.
LDDB:04.02.04 	Kinky / curly hair (including pili torti) 	Pili torti refers to the twisting of hair through 180 degrees on its own axis. This gives a spangled or beaded appearance. This feature also includes abnormally (for the family) curly hair as in Noonan syndrome, although histologically the hair might be normal.
LDDB:04.04.03 	Unusual hair whorl / pattern 	A double whorl, or an eccentrically placed whorl. Use with caution as normal variation is great.
LDDB:04.04.05 	Frontal upsweep / cowlick 	Literally as if a cow had licked the frontal hair and it stayed in an upward sweep from the forehead.
LDDB:04.04.06 	Localized hirsutism 	Patchy area of hairiness. If there is an underlying pigmented, raised skin lesion (see under SKIN - 'pigmented'), use both in same box when necessary.
LDDB:05.01.01 	Prominent glabella 	The glabella is the most prominent point in the plain between the eyebrows (the word means 'smooth part').
LDDB:05.02.06 	Sloping forehead 	Sloping backwards from bottom to top. Often seen in cases of 'true microcephaly'. If that is the case use both features in the same box.
LDDB:06.00.00 	EARS 	EARS
LDDB:06.01.04 	Deficient ear cartilage 	On palpation the ear is soft and floppy.
LDDB:06.08.02 	Attached ear lobule 	Where the lobule is attached posteriorly to the skin behind the ear.
LDDB:06.10.00 	Middle ear, general abnormalities 	Middle ear, general abnormalities
LDDB:07.01.07 	Prominent eyes / proptosis 	Bulging, prominent, exopthalmic eyes. Eyes which appear too big for the socket.
LDDB:07.02.03 	Rieger anomaly 	Hypoplasia of the anterior iris stroma, accompanied by strands which run from the iris to Schwalbe's line (the posterior limit of Descemet membrane) and posterior embryotoxin (abnormal thickening of Schwalbe's line).
LDDB:07.04.05 	Macrocornea / megalocornea 	In adulthood the diameter should be 11.7mm and this is attained by 2 years of age. Macrocornea is a diameter of > 13mm.
LDDB:07.05.01 	Anophthalmia 	An absent eye although there is often a tiny cystic remnant. There might be a spectrum between anophthalmia and microphthalmia, so try using both in the same box if necessary.
LDDB:07.09.00 	Optic disc and nerve, general abnormalities 	Anything wrong with nerve or disc.
LDDB:07.12.01 	Blue sclera 	An important marker for collagen disorders, but deceptive in young babies and easy to falsely diagnose if the baby is wearing blue. Take the baby to the window to view.
LDDB:07.13.00 	Vision, general abnormalities 	Includes all the features under 'Vision'
LDDB:07.13.02 	Blindness 	It is better to use a feature which indicates the cause - if known.
LDDB:07.14.01 	Vitreous, abnormal 	Unspecified abnormality. Might be better to use 'Vitreous - general'
LDDB:08.00.00 	EYES, ASSOCIATED STRUCTURES 	EYES, ASSOCIATED STRUCTURES
LDDB:08.03.08 	Thickened / oedematous eyelids 	Thickened, swollen, fluid filled.
LDDB:08.04.01 	Blocked / absent nasolacrimal duct 	There is a failure of the lacrimal system to connect to the nasal mucosa. The duct might be blocked, or is absent.
LDDB:08.05.01 	Almond shaped palpebral fissures 	In the shape of an almond nut. Said to be typical of Prader-Willi syndrome, but common in any type of obesity and it is very non-specific.
LDDB:08.05.02 	Blepharophimosis / blepharospasm 	Small eye openings. The aperture is reduced along all planes. In blepharospasm there is forceful, bilateral eye closure.
LDDB:08.05.06 	Wide palpebral fissures 	Wide from side to side. The fissure appears to disappear around the corner of the face.
LDDB:09.01.00 	Nose, general abnormalities 	Anything contained in the subdivisions viewed by clicking the +.
LDDB:09.03.02 	High / prominent nasal bridge 	A raised bridge (that part of the nose between the eyes). The nose appears particularly straight with a high take off.
LDDB:09.07.04 	Overhanging / depressed nasal tip 	An alteration in shape. Flat or curved down.
LDDB:10.00.00 	FACE 	FACE
LDDB:10.03.01 	Dimpled or grooved chin 	A mid-line groove as in Kirk Douglas..
LDDB:10.05.03 	Cleft mandible 	Mostly a midline cleft. Use in same box as 'cleft of the chin' when appropriate.
LDDB:10.05.04 	Prominent mandible 	Might clinically present with prognathism. A jutting jaw.
LDDB:11.01.02 	Down-turned corners of the mouth 	The corners of the mouth normally end in the horizontal position.
LDDB:11.03.00 	Philtrum, general abnormalities 	The central area between the upper lip and nose. The philtral pillars with funnel in between are centrally placed.
LDDB:11.03.01 	Long philtrum 	A long area between the columella of the nose and margin of the upper lip.
LDDB:11.03.03 	Short philtrum 	Short area between columella and upper lip margin.
LDDB:11.03.04 	Simple / absent philtrum 	A featureless philtrum. A smooth philtrum.
LDDB:11.04.02 	Midline cleft upper lip 	Often a small V-shaped indentation in the mid-line.
LDDB:12.04.08 	Cleft uvula 	Mostly a midline cleft. Might have the same significance as a cleft palate. Consider using them together in the same box.
LDDB:12.05.00 	Tongue, general abnormalities 	Anything wrong with the tongue.
LDDB:13.01.01 	Advanced tooth eruption / development 	Excludes neonatal teeth, but the teeth erupt much faster than the norm which is: 6 months - lower central incisors. 7 months - upper central incisors. 8 months - upper lateral incisors. 9 months - lower lateral incisors. 12 months - first molars. 18 months - canines.
LDDB:13.01.02 	Dental caries 	Use with care. Might or might not be significant. It usually is not.
LDDB:13.01.06 	Enamel abnormalities 	The visible tooth - the crown - is covered by very hard calcified tissue- the enamel. An abnormality results in excessive wear and possible erosion down to gum level.
LDDB:13.01.09 	Malocclusion of teeth 	The teeth in upper and lower jaws do not close with any precision on one another.
LDDB:13.01.16 	Wide-spaced teeth 	This might be seen in conjunction with small teeth (use in same box when necessary). Also to be used for a wide gap between the central incisors (diastema).
LDDB:14.01.06 	Speech defect / dysarthria 	Any of the following: slurring speech, staccato speech, stutter etc. It is an articulation defect.
LDDB:16.01.02 	Kyphosis 	A bent spine. Flexion angulation of the spine over many segments.
LDDB:16.01.03 	Lordosis 	"Literally meaning ""bent backwards"". Mostly seen in the lumbar region and it is an exaggeration of the normal hollowed out configuration in that area."
LDDB:16.03.11 	Spina bifida occulta 	A closed spina bifida. One with a skin covering. Note separate features for 'sacral dimple' and under 'Back and Spine', - 'spinal dysraphism'. If appropriate use together in same box as this is a continuum.
LDDB:17.02.05 	Premature development of breasts 	Note that there is a feature 'early puberty in the female' under 'GENITALIA'.
LDDB:17.03.01 	Absent or hypoplastic clavicles 	Absent or small. Short clavicles might be felt, or seen, when they end in a knob.
LDDB:17.04.02 	Eventration of diaphragm 	Poor muscularisation of the diaphragm, results in a dome-shaped bulge into the thorax. The bulge is covered by peritoneum.
LDDB:17.05.02 	Anomalous venous return 	The pulmonary veins might connect to the right atrium. Also called TAPVC. (Total Anomalous Pulmonary Venous Connections), if all the veins connect anomalously, and PAPVC, if partially.
LDDB:17.05.04 	Aortic stenosis 	Occurs in 3-6% of congenital heart disease. Includes congenital bicuspid valve which may become stenotic and supra valvar aortic stenosis.
LDDB:17.05.08 	Congenital cardiac anomaly, unspecified 	Rather use 'Heart - general'.
LDDB:17.05.13 	Hypoplastic left heart 	There is a continuum of anomalies from hypoplasia, of the aorta, aortic valve, mitral valve, to hypoplasia of the left ventricle and left atrium.
LDDB:17.05.15 	Mitral incompetence 	Might be an underlying mitral leaflet cleft. Mild incompetence is common in women.
LDDB:17.05.18 	Pericarditis (non-constrictive) 	See elsewhere for 'constrictive pericarditis'. A pericardial effusion is included here.
LDDB:17.05.22 	Single ventricle 	"This includes 3 types: 1) Single left ventricle with or without an outlet infundibular chamber 2) Single right ventricle 3) Undifferentiated ventricle See also ""hypoplastic left heart""."
LDDB:17.06.04 	Lung cysts 	These include bronchogenic cysts (derived from the trachea or main bronchi), and alveolar cysts, or a combination.
LDDB:17.06.06 	Respiratory abnormality, unspecified 	A general category. Might think of rather using 'lung-general'.
LDDB:17.06.08 	Trachea or laryngeal anomalies 	A general category which includes, atresia, webs, stenoses, fistulae.
LDDB:17.09.00 	Ribs, general abnormalities 	Anything wrong with the ribs.
LDDB:17.10.02 	High or Sprengel shoulder 	An elevation of the scapula which might be hypoplastic. About 1/3 have a omo-vertebral bone (a bony/cartilaginous mass attaching the scapula to the spinous processes of the cervical vertebrae).
LDDB:18.01.00 	Abdomen, general abnormalities 	Anything wrong with the abdomen.
LDDB:18.01.02 	Small bowel atresia / absence / obstruction / short 	Includes multiple obstructions or ileal or jejunal atresias. There is a separate code for 'duodenal atresia'.
LDDB:18.01.06 	Dysphagia - see CRANIAL NERVES 	Dysphagia - see CRANIAL NERVES
LDDB:18.01.13 	Intestinal malrotation 	The normal rotation and fixation of the gut does not take place. The caecum might end up in the epigastrium to the left of the duodenum. Volvulus might occur.
LDDB:18.02.00 	Anus, general abnormalities 	Anything wrong with the anus.
LDDB:18.02.01 	Anal atresia / stenosis 	"Also includes ""covered"" anus and imperforate anus."
LDDB:18.05.00 	Liver / biliary system, general abnormalities 	Anything wrong with the liver.
LDDB:18.08.00 	Spleen, general abnormalities 	Any abnormality of the spleen.
LDDB:18.08.04 	Large spleen 	By palpation or imaging.
LDDB:20.03.03 	Hydrocele of testis 	Fluid filled scrotal sac.
LDDB:20.03.05 	Large penis 	There are measurements, but most dysmorphologists will assess visually and listen to the parents.
LDDB:20.03.09 	Hypoplastic scrotum 	"Underdevelopment of the scrotal sac, mostly secondary to the absence of a testis. Use in the same box in conjunction with ""absent testis"" or ""undescended testis""."
LDDB:21.01.00 	Urinary tract, general abnormalities 	Urinary tract, general abnormalities
LDDB:21.02.02 	Bladder exstrophy 	The bladder opens widely onto the surface of the abdomen. The mucosa of the pelvic urethra is exposed.
LDDB:21.03.01 	Renal agenesis 	An absent (or near absent) kidney.
LDDB:21.03.05 	Ectopic / supernumerary kidneys 	Ectopy is an abnormal positioning of the kidney. It might be pelvic or thoracic in its displacement. Supernumerary kidneys may have a separate ureter and kidney
LDDB:21.03.09 	Nephritis or nephropathy 	Glomerulonephritis, nephronophthisis, etc.
LDDB:21.03.11 	Small kidneys 	Small, normal looking kidneys. There is a separate code for 'renal dysplasia'.
LDDB:21.03.12 	Renal stones / calcification 	There is a separate code for 'bladder stones'. It might be better to use both in same box. Use this code for nephrocalcinosis.
LDDB:21.03.13 	Renal tumours (including Wilms') 	Any tumour including nephroblastomatosis.
LDDB:21.04.01 	Dilated ureters / ureteral atresia 	Absent, or dilated for whatever reason.
LDDB:22.01.10 	Proportionate short arms 	Use with caution as an X-ray might show a short humerus, or radius or ulna (see other codes for hypoplasia of those bones). Use together in the same box when necessary.
LDDB:22.03.03 	Hypoplastic or absent humerus 	Small, malformed humerus.
LDDB:22.04.01 	Cubitus valgus 	An increased carrying angle at the elbow. This is normally greater in females than in males.
LDDB:22.05.02 	Hypoplastic or absent radii 	A small, poorly formed radius.
LDDB:22.05.07 	Hypoplastic or absent ulna 	An absent, or short, malformed ulna.
LDDB:23.01.07 	Small hands 	Tiny, delicate hands.
LDDB:23.03.03 	Abnormal palmar creases 	Any abnormality of the larger creases of the palm. See below for single palmar crease.
LDDB:23.03.05 	Deep palmar creases 	An increase in the depth of the normal hand creases. Seen in chromosomal mosaicism or as the consequence of clenched hands or oedema in utero.
LDDB:23.04.00 	Fingers, general abnormalities 	A wide category for any finger abnormality.
LDDB:23.04.09 	Macrodactyly 	Often a large (huge) single finger, but all or some might be involved. Always compare with other hand.
LDDB:23.04.12 	Post-axial polydactyly of fingers 	The extra digits arise from the little finger side.
LDDB:23.04.13 	Radial deviation of fingers 	The fingers are swept to the radial side.
LDDB:23.04.22 	Ulnar deviation of fingers 	The term 'wind swept' is used to describe the deviation of the fingers (they seem blown to the ulnar side).
LDDB:23.05.00 	Metacarpals, general abnormalities 	Anything wrong with the metacarpals.
LDDB:23.05.01 	Absent metacarpals 	Mostly in association with absence of elements of the fingers.
LDDB:23.06.01 	Absent phalanges 	One or more is very rudimentary, or absent.
LDDB:23.07.01 	Absent or hypoplastic thumbs 	Seen alone or as part of radial aplasia.
LDDB:23.07.07 	Short thumb 	Difficult feature - use together with hypoplastic thumb and make sure that the so-called shortness is not due to proximal placing.
LDDB:24.01.03 	Broad nails 	Might be seen with underlying polydactyly (especially pre-axial). If very broad, an X-ray might be appropriate.
LDDB:24.01.12 	Thin / brittle nails 	Might be a sign of a 'nail dystrophy'. If so use both in the same box. Mostly diagnosed (they break easily) on history.
LDDB:25.02.04 	Perthe's / dysplastic hip 	An avascular necrosis of the capital femoral epiphyses and the femoral head. Better known as Legg-Calve-Perthe hip.
LDDB:25.03.05 	Short femur 	You might want to use this with hypoplasia (see above).
LDDB:25.07.02 	Hypoplastic or absent tibia 	Under-developed or absent tibia.
LDDB:26.01.01 	Flat arches of feet 	A foot is flat when the medial side is too close to the ground, or the heel is unduly everted. Also called pes planus.
LDDB:26.01.11 	Large feet 	Feet that seem too big (shoe size is helpful).
LDDB:26.01.16 	Small feet 	Small for age (and shoe size if you are not a measurer).
LDDB:26.01.17 	Wide feet 	Wide from side to side. A flat foot can look wide, so use with caution.
LDDB:26.02.02 	Broad hallux 	A broad big toe (which sometimes deviates outwards).
LDDB:26.02.04 	Long hallux 	Beware that this is not an impression caused by shortness of the other toes.
LDDB:26.03.00 	Metatarsals, general abnormalities 	Metatarsals, general abnormalities
LDDB:26.03.01 	Abnormal / absent metatarsals 	Missing metatarsals. Also fusion or accessory epiphyses.
LDDB:26.03.02 	Metatarsus valgus 	The foot anterior to the navicular is abducted.
LDDB:26.05.00 	Toes, general abnormalities 	This includes everything under 'toes'.
LDDB:26.05.01 	Absent toes 	Might be in the spectrum of hypoplastic toes, so use both in the same box.
LDDB:26.05.04 	Hypoplastic toes (including phalanges) 	Use with 'absent' if necessary. Might be a spectrum.
LDDB:26.05.06 	Post-axial polydactyly of toes 	An extra toe or toes on the 5th digit side of the foot. It might just be a nubbin of tissue.
LDDB:26.05.08 	Short toes 	Might be difficult to differentiate from 'hypoplasia'. If this is the case, use both together in the same box.
LDDB:27.01.00 	Blood vessels, general abnormalities 	Blood vessels, general abnormalities
LDDB:28.02.05 	Neuroblastoma 	One of the tumours of neural crest origin.
LDDB:28.04.05 	Hypophosphataemia 	Phosphate depletion for what-ever reason.
LDDB:29.01.08 	Anaemia / red cell abnormalities 	All abnormalities of red blood cells. See also acanthocytosis.
LDDB:31.01.01 	Joint contractures (including arthrogryposis) 	Fixed flexion or sometimes extension of multiple joints.
LDDB:31.01.05 	Joint stiffness / arthritis 	Joints which are stiff, but there are no true contractures.
LDDB:32.02.00 	PRENATAL PROBLEMS, general abnormalities 	PRENATAL PROBLEMS, general abnormalities
LDDB:32.02.01 	Maternal illness / infection / substance ingestion 	Very little data on this, but note the ever increasing 'fetal teratogen' syndromes under 'Syndromes'.
LDDB:32.02.02 	Amniotic fluid / placenta abnormal 	Includes polyhydramnios and oligohydramnios.
LDDB:32.02.03 	Fetal movement - weak 	Use with care, but important if mother is an experienced observer.
LDDB:32.02.06 	small for dates - see BUILD 	small for dates - see BUILD
LDDB:32.03.01 	Asphyxia / fetal distress 	Use with 'respiratory distress in the neonate' in the same box.
LDDB:32.03.05 	feeding problems - see ABDOMEN 	feeding problems - see ABDOMEN
LDDB:32.04.06 	Dyspraxia / apraxia including gait apraxia 	Inability to initiate a task like walking. despite the fact that power and co-ordination in the sitting position are quite normal.
LDDB:32.05.06 	Irritability / emotional lability 	An emotional incontinence. Easily irritated (aroused by a trivial stimulus).
LDDB:32.05.08 	Tics 	A brief, repetitive, co-ordinated movement such as repetitive blinking, grunting or sniffing.
LDDB:32.05.14 	Echolalia 	The involuntary, repetition of words or phrases spoken to the patient by the examiner, often in conjunction with defective comprehension.
LDDB:32.06.01 	Neonatal seizure 	Seizures which occur during the first 30 days of life.
LDDB:32.06.07 	Complex partial seizure 	Seizures that begin as simple and partial (focal) but which then progress to move to the opposite side with loss of consciousness.
LDDB:32.06.08 	Simple partial seizure 	Focal seizures without loss of consciousness.
LDDB:32.06.16 	Crying / dacrystic seizures 	Also known as dacrystic seizures. These are epileptic seizures in which the patient weeps.
LDDB:32.07.04 	Cyclic vomiting 	This might be a migraine equivalent, and consists of episodic vomiting (plus photophobia or pallor).
LDDB:32.07.13 	Intermittent fever 	Of no obvious cause.
LDDB:32.07.19 	Intermittent stiffness or rigidity 	Bouts of stiffness. Might overlap with 'paroxysmal dystonia' - use together when necessary in the same box.
LDDB:32.07.20 	Intermittent tremor at rest 	Involuntary, rhythmic, oscillations of a limb or the whole body at rest. See under 'Extrapyramidal' for 'tremor' - use both in same box when uncertain.
LDDB:32.08.03 	Dolichocephaly / scaphocephaly 	A long head in the anterior-posterior plane (mostly due to premature fusion of the sagittal suture). In scaphocephaly the calvaria is long and narrow. Like the keel of an up-turned boat.
LDDB:32.14.02 	N.III, IV, VI / ophthalmoplegia plus supranuclear 	Includes abducens, trochlear and superior oblique palsies or any combination of the three. A conjugate failure of upward gaze and an internuclear ophthalmoplegia (jerk nystagmus in the abducting eye and and failure to adduct the other eye) are included
LDDB:32.14.04 	N.VII abnormal / palsy (nerve only) 	Mostly a lower motor neuron palsy. Most of the upper motor neuron lesions will be part of a hemiplegia. There is a separate code for a myopathic face under 'muscle'.
LDDB:32.14.12 	ptosis of eye-lids - see EYES (GENERAL) 	ptosis of eye-lids - see EYES (GENERAL)
LDDB:32.15.02 	Cerebellar / horizontal / congenital nystagmus 	This is the common jerk nystagmus, but cerebellar nystagmus which might be pendular is included.
LDDB:32.16.02 	Truncal ataxia / non-cerebellar ataxia 	Some ataxias in the literature are not typically cerebellar, but use this alone with caution. Rather combine with cerebellar tremor if uncertain.
LDDB:32.17.02 	Hemiplegia, including intermittent hemiplegia 	Weakness on one side of the body. Includes alternating hemiplegia.(first one side, then the other)
LDDB:32.17.03 	Paraplegia 	Weakness of both lower limbs. Use with, spasticity and brisk reflexes.
LDDB:32.17.05 	Quadriplegia 	All four limb are spastic (more commonly than flaccid) and more or less equally affected. Mostly symmetrical. Use in same box as 'brisk reflexes'.
LDDB:32.17.07 	Mirror movements 	Symmetrica involuntary movement of the opposite side of the body. If the hand is opened on one side, the other hand opens. All good neurologists tell the story of the sailor climbing a rope to the top of the mast, who turns to wave to his girl friend with one hand.
LDDB:32.18.03 	Athetosis 	A slow, writhing, involuntary movement. The word means deprived of a fixed place. Use freely with chorea and dystonia in the same box when they seem to overlap.
LDDB:32.18.04 	Dystonia 	Or torsion dystonia. Abnormal fixed, extrapyramidal postures. Almost a more permanent athetosis (unusually slow and persistent). Because these movement types are seldom pure, use with for instance, chorea and athetosis in same box where necessary.
LDDB:32.18.05 	Tremor at rest / postural excl. paroxysmal 	Often a pill-rolling rest tremor. Note under 'ataxia' for intention tremor.
LDDB:32.19.16 	Inability to relax muscles (not myotonia) 	Increased muscle tone, not pyramidal, nor extrapyramidal and without evidence of myotonia.
LDDB:32.25.23 	EEG: characteristic pattern of EEG / CN claimed 	This includes all typical lesions such as that seen in Angelman's syndrome.
LDDB:32.31.04 	Leukodystrophy / demyelination / dysmyelination 	Use for any significant 'white matter change' on neuro-imaging
LDDB:32.31.06 	Myelination / absent or delayed 	Poor or absent myelination. Don't use unless the delay in myelination is fairly gross!
LDDB:32.31.17 	Cortical hemiatrophy 	Atrophy involving one hemisphere.
LDDB:32.31.20 	Lissencephaly / pachygyria - see NEURORADIOL CONT. 	Lissencephaly / pachygyria - see NEURORADIOL CONT.
LDDB:32.32.03 	Arnold-Chiari malformation 	Includes type 1 (the adult form) and type 2 (the infantile type). There is a caudal displacement of the brainstem, cerebellum and more. There might be impaction in the foramen magnum.
LDDB:32.32.05 	Holoprosencephaly / arhinencephaly 	An undivided frontal lobe. Might be alobar (a single ventricle, small cerebellum and no lobes), semilobar (the cortex is partially divided in the midline) or even milder, i.e. lobar. Look elsewhere for 'agenesis of the corpus callosum'. Arhinencephaly is the absence of the olfactory tracts.
LDDB:32.32.11 	Schizencephaly 	A split brain, the result of a neuronal migration defect causing the cerebral mantle not to form. Mostly in region of the Sylvan fissure and especially of importance to geneticists if bilateral.
LDDB:32.32.18 	Absence of septum pellucidum 	The absence of the thin membrane between the fornix and the corpus callosum. If the corpus callosum is absent, rather use that feature.
LDDB:32.32.24 	Large (mega) cisterna magna 	A large (and I mean large) reservoir or space behind the transverse fissure of the cerebellum. Seen in conjunction with cerebellar atrophy or hypoplasia. When that is the case use 'cerebellar hemisphere/vermis hypoplasia', in preference.
LDDB:32.33.07 	neonatal brain bleeding - see NEONATAL PROBLEM 	neonatal brain bleeding - see NEONATAL PROBLEM
